id,title,description,image_link,video_link,duration,category,language,status_flag,new_comment,schedule,created_at,updated_at,deleted_at,keyword_old,keyword,extra_keyword_count,youtube_id,description_1,admin_id
370,అమాయకపు కోడి పిల్ల,,storie_image/dRx6epLuWVUpuM4jwCnP3Kwa3SibSFyqxZxUxSHK.jpg,796601929,08:53,"[""56"",""61""]",13,0,0,2023-02-07 20:00:00,2023-02-06 06:34:20,2023-02-23 12:59:16,,,"[""Kodi"", ""chicken"", ""udatha"", ""squirrel"", ""verusenega"", ""nuts"", ""akasham"", ""sky"", ""maharaju"", ""king"", ""kaki"", ""crow"", ""baathu"", ""duck"", ""kota"", ""palace"", ""TE-12"", ""TE12"", ""12""]",0,To5BAJxog9M,"చెట్టు పైన ఉడుత తీసుకెళ్తున్న  వేరుశెనగ ఒకటి దాని తల పై  పడితే ,ఆకాశం  విరిగి,ఒక ముక్క  దాని తల పైన పడింది అని కంగారు పడిన ఒక అమకాయపు కోడి కథ",23
371,ಮೊಲದ ತಂತ್ರ,,storie_image/yZRhxHzlGjvRPcdkrwDuVc74wYKLoq49WIARSOoJ.jpg,796171406,12:42,"[""65""]",14,1,0,2023-02-07 20:00:00,2023-02-06 06:47:54,2023-02-06 06:47:54,,,"[""ಕಾಡು"", ""ಸಿಂಹ"", ""ಪ್ರಾಣಿ"", ""ಮೊಲ"", ""ಆಹಾರ"", ""ಬಾವಿ"", ""ಬುದ್ಧಿವಂತಿಕೆ"", ""ಕ್ರೂರಿ"", ""ಹಾರು"", ""ಪ್ರತಿಬಿಂಬ""]",0,U2kUI1cfT_Y,"ಕಾಡಿನ ರಾಜನಾಗಿದ್ದ ಕ್ರೂರಿಸಿಂಹವು ದಿನಾಲೂ
ಪ್ರಾಣಿಗಳನ್ನು ಬೇಟೆಯಾಡುತ್ತಿತ್ತು. ಅದರ
ಉಪಟಳ ಅತಿಯೆನಿಸಿದಾಗ ಪ್ರಾಣಿಗಳು ಸಭೆ
ಸೇರಿದವು. ದಿನಾಲೂ ಒಂದೊAದು ಪ್ರಾಣಿಯನ್ನು
ಆಹಾರವಾಗಿ ನೀಡುವ ಭರವಸೆಯನ್ನು ರಾಜನ ಬಳಿ
ಹೇಳಿತು. ಒಮ್ಮೆ ಮೊಲವೊಂದು ರಾಜನ ತಾಣಕ್ಕೆ
ಆಹಾರವಾಗಿ ಹೋಗುವ ದಾರಿ ಮಧ್ಯೆ
ಬಾವಿಯೊಂದನ್ನು ಇಣುಕಿ ನೋಡಿದಾಗ ಪ್ರತಿಬಿಂಬ
ಕಾಣಿಸಿತು. ಕಾಡಿನ ರಾಜನನ್ನು ಕೊಲ್ಲುವ
ಬೆದರಿಕೆಯನ್ನು ಬಾವಿಯ ನೀರಿನಲ್ಲಿರುವ ಸಿಂಹ
ಹಾಕಿರುವ ವಿಷಯವನ್ನು ಮೊಲವು ಸಿಂಹಕ್ಕೆ
ಹೇಳಿತು. ಸಿಂಹವು ಬಾವಿಗೆ ಬಂದು ಬೇರೊಂದು ಸಿಂಹ
ನೀರಲ್ಲಿ ಇರುವುದೆಂದು ತಿಳಿದು ಹಾರಿ, ತನ್ನ ಪ್ರಾಣ
ಕಳೆದುಕೊಂಡಿತು.",23
372,The Fox and the Cock,,storie_image/NYXRmpZuE87wTOhjFAc46yiNs3ZV9iiVB3QPYgY0.jpg,794376114,06:03,"[""62""]",1,1,0,2023-02-08 20:00:00,2023-02-06 06:52:23,2023-03-16 16:31:58,,,"[""cock"", ""fox"", ""smart"", ""trick"", ""tree"", ""branch"", ""jungle"", ""forest"", ""dogs"", ""hunt"", ""animals"", ""hunger"", ""roosterEN-46"", ""EN46"", ""46""]",0,KNu0tO_pJ2Y,"This story is about a sly fox who tried to trick the cock, but the cock was too smart to fall for it.",23
373,ബബ്ബി ബലൂണും കത്രികക്കുട്ടനും,,storie_image/nv098lqyRY1786RtxeE1j4B42eAtTVK3dJ1AKbch.jpg,794371702,10:11,"[""36"",""54""]",5,1,0,2023-02-09 20:00:00,2023-02-06 11:57:39,2023-06-23 05:15:50,,,"[""balloon"", ""kathrika"", ""scissors"", ""naughty"", ""balloon seller"", ""freedom"", ""twine"", ""kitchen"", ""cat"", ""ML-114"", ""ML114"", ""114""]",0,t6UBYp0dTEo,"പറഞ്ഞാൽ അനുസരിക്കാത്ത, കുസൃതിയായ ഒരു ബലൂൺ ആപത്തിൽ പെടുന്നതും ഒരു കത്രിക അവനെ രക്ഷിക്കുന്നതും ആണ് കഥ.",23
374,संगत का असर,,storie_image/DjVtLPr3BaI3d2Tjn2U47HXMcbycECfGyaKQbwfm.jpg,794372884,08:04,"[""55""]",7,1,0,2023-02-09 20:00:00,2023-02-06 12:00:55,2023-02-14 03:07:20,,,"[""company"", ""good"", ""bad"", ""city"", ""rich"", ""father"", ""upset"", ""son"", ""wrong"", ""friends"", ""lesson"", ""plan"", ""apples"", ""rotten"", ""cupboard"", ""apology"", ""happy"", ""संगति"", ""अच्छी"", ""बुरी"", ""शहर"", ""अमीर"", ""पिता"", ""बेटा"", ""गलत"", ""दोस्त"", ""तरकीब"", ""सेब"", ""सीख"", ""सड़ा"", ""अलमारी"", ""माफी"", ""खुश"", ""HN-25"", ""HN25"", ""25""]",0,Z59vCZieEm8,अगर संगति अच्छी हो तो आदतें भी अच्छी होती हैं। लेकिन बुरी संगति में पड़े सोमू को ये बात कैसे समझाई उसके बुद्धिमान पिता ने?,23
375,தந்திர நரியும் அப்பாவி ஆட்டுக்குட்டியும்,,storie_image/dBJ79jWtf2tOmlJF6hrEzNF1iFYBqMgKSjmxSB0d.jpg,794374949,09:20,"[""76""]",6,1,0,2023-02-09 20:00:00,2023-02-06 12:04:55,2023-02-06 12:04:55,,,"[""Nari-fox"", ""aadu -goat"", ""kinaru – well"", ""thanneer-water"", ""thaakam-thirst"", ""TL-16"", ""TL16"", ""16""]",0,RoBRYAFeom8,"இது ஒரு தந்திரமான நரி மற்றும் அப்பாவி ஆடு பற்றிய கதை. எதையாவது செய்வதற்கு முன் இருமுறை
யோசிக்க வேண்டும் என்பதை இது நமக்குக் கற்பிக்கிறது.",23
376,పక్షి  మర్రి చెట్టు,,storie_image/w3gYshAWfKzFZm1NK3O1AQ8S8M1ujm8ZGivGS9n4.jpg,796603540,06:27,"[""41""]",13,0,0,2023-02-09 20:00:00,2023-02-06 12:09:20,2023-02-23 12:59:50,,,"[""pakshi"", ""bird"", ""marri chettu"", ""banyan tree"", ""jama chettu"", ""guava tree"", ""sahayam"", ""help"", ""snehitulu"", ""friends"", ""daya"", ""kindness TE-13"", ""TE13"", ""13""]",0,oir8iB3V64c,ఒక చిన్ని పిట్టకి దెబ్బ తగిలి ఎగర లేక పోతుంది .దానికి ఎవరు సహాయం చేయలేదు. కొందరు సహాయం చేసారు . ఎవరు అనేది ఈ కథ వింటే మీకే తెలుస్తుంది .,23
377,ಸೂರ್ಯ ಮತ್ತು ಗಾಳಿ,,storie_image/60PQruzfTzNgiQ0XWyFdb0qPSLtjsqnJLYhaKCEz.jpg,796171685,10:01,"[""77""]",14,1,0,2023-02-09 20:00:00,2023-02-06 12:13:40,2023-02-06 12:13:40,,,"[""ಬೇಸಿಗೆ"", ""ಸೂರ್ಯ"", ""ಗಾಳಿ"", ""ಬಿಸಿಲು"", ""ಆಕಾಶ"", ""ನಗು"", ""ಕಳಚು"", ""ನಡೆಯು"", ""ರಸ್ತೆ"", ""ವಾದ-ವಿವಾದ""]",0,rSrHjjlRwtk,"ಒಮ್ಮೆ ಸೂರ್ಯ ಮತ್ತು ಗಾಳಿಯ
ಮಧ್ಯೆ ವಾದ ಏರ್ಪಟ್ಟಿತು. ತಮ್ಮಿಬ್ಬರ
ಮಧ್ಯೆ ಯಾರು ಬಲಾಢ್ಯರು ಎಂಬುದು
ಆ ವಾದಕ್ಕೆ ಕಾರಣವಾಗಿತ್ತು. ರಸ್ತೆಯಲ್ಲಿ
ಕೋಟ್ ಧರಿಸಿ ಹೋಗುತ್ತಿದ್ದವ
ಯಾರ ಕಾರಣದಿಂದ ಕೋಟ್ ಮೈಯಿಂದ
ಕಳಚುತ್ತಾನೋ, ಅವರೇ ನಿಜವಾದ
ಶಕ್ತಿಶಾಲಿ ಎಂದು ಒಪ್ಪಲು ಸೂರ್ಯ-
ಗಾಳಿ ತೀರ್ಮಾನಿಸಿದವು. ಅದರಂತೆ ಗಾಳಿ ಆ
ಪ್ರಯತ್ನದಲ್ಲಿ ವಿಫಲವಾಯತು,
ಆದರೆ ಸೂರ್ಯನು ಸಫಲನಾದನು.",23
378,കുടുകുടുവും തക്കുടുവും,,storie_image/vt0QD4xQkXgGCZUzhFvL6U6R1FfRX4R13ZP2XvbH.jpg,794378923,09:15,"[""36""]",5,1,0,2023-02-10 20:00:00,2023-02-07 04:48:51,2023-08-08 08:21:22,,,"[""vehicle"", ""vahanam"", ""scooter"", ""road"", ""help"", ""animal"", ""cat"", ""kitten"", ""naughty fox"", ""stone"", ""ML-115"", ""ML115"", ""115""]",0,5NgfPLUcNqU,എല്ലാവരെയും സഹായിക്കുന്ന കുടുകുടു എന്ന സ്കൂട്ടറിൻ്റെ കഥ,23
379,The Lion and the Woodcutter,,storie_image/UI4TkYRKKp31SvetmYmvORF8IGgM5KTM6xOLKpGB.jpg,794386502,09:24,"[""62""]",1,1,0,2023-02-10 20:00:00,2023-02-07 04:51:37,2023-04-11 18:19:20,,,"[""lion"", ""woodcutter"", ""crow"", ""jackal"", ""trees"", ""jungle"", ""wifw"", ""rice"", ""dal"", ""food"", ""house"", ""hunt"", ""EN-47"", ""EN47"", ""47""]",0,EO-W-1Pryac,This story is about a clever woodcutter and how he saves his life from predatory animals in the jungle.,23
380,കിങ്ങിണിയും കൂട്ടുകാരും,,storie_image/xnCGWOn1NMtr4j4n13sC2W72Sj3gEIvXKyCRG3jT.jpg,796209661,09:16,"[""32"",""36"",""54""]",5,1,0,2023-02-11 20:00:00,2023-02-07 05:03:58,2023-08-08 08:15:43,,,"[""animal"", ""mrigangal"", ""aattinkutty"", ""lamb"", ""squirrel"", ""parrot"", ""crow"", ""tree"", ""cave"", ""fox"", ""woodpecker"", ""ML-116"", ""ML116"", ""116""]",0,XMVuLybjpHQ,കിങ്ങിണി എന്ന ആട്ടിൻകുട്ടിയുടെയും കൂട്ടുകാരുടെയും കഥ. കിങ്ങിണിയെ സൂത്രത്തിൽ പിടികൂടാൻ നോക്കിയ ചെമ്പൻ കുറുക്കൻ്റെ കയ്യിൽനിന്നു കൂട്ടുകാർ കിങ്ങിണിയെ രക്ഷിക്കുന്നു.,23
381,ബോളൻ പന്തിൻ്റെ യാത്ര,,storie_image/ebvXGfLpkc2QLsY40Q8ghtuxJjDJoWEBkrl3b0Wo.jpg,796210955,07:52,"[""36""]",5,1,0,2023-02-12 20:00:00,2023-02-07 05:15:16,2023-07-17 09:41:45,,,"[""ball"", ""panthu"", ""journey"", ""wind"", ""river"", ""silk worm"", ""grasshopper"", ""frog"", ""animal"", ""friendship"", ""friends"", ""ML-117"", ""ML117"", ""117""]",0,_sycawVOPbU,നാടുചുറ്റാൻ പോയ ബോളൻ എന്ന പന്തിനെ സുഹൃത്തുക്കൾ സഹായിക്കുന്ന കഥ,23
382,शंकू का सपना,,storie_image/PZg0gJyiDbnM7AqZq0DHLW8YRsaMPRIX5cDzRSLE.jpg,794380488,12:22,"[""58""]",7,1,0,2023-02-12 20:00:00,2023-02-07 07:03:54,2023-02-07 07:03:54,,,"[""jungle"", ""tree"", ""sky"", ""cave"", ""elephant"", ""baby"", ""clouds"", ""snow"", ""white"", ""dream"", ""sleep"", ""colourful"", ""fight"", ""king"", ""lion"", ""mammoth"", ""old"", ""awake"", ""action"", ""जंगल"", ""पेड़"", ""आसमान"", ""बादल"", ""गुफा"", ""हाथी"", ""छोटा"", ""सपना"", ""सफेद"", ""बर्फ"", ""नींद"", ""लड़ाई"", ""बूढ़ा"", ""शेर"", ""आंखें"", ""HN-26"", ""HN26"", ""26""]",0,7e01172_bBw,"सपनों की दुनिया बड़ी रंगीन होती है। नन्हे शंकू हाथी के मज़ेदार सपने ने उसे पहुंचाया ऐसी ही एक रंगीन, बर्फीली दुनिया में।",23
383,புத்திசாலி காக்கா,,storie_image/A1HyPkKZN0ZjmaL8uorDrVX2hFqrpTenSZVY7u0W.jpg,794383361,08:23,"[""76""]",6,1,0,2023-02-12 20:00:00,2023-02-07 07:07:44,2023-02-07 07:07:44,,,"[""Karuppu-black"", ""kaakkaa-crow"", ""thaakam-thirst"", ""thanneer-water"", ""kudam-pot"", ""koozhaankal- pebbles"", ""paravai-bird"", ""TL-17"", ""TL17"", ""17""]",0,36AjWpGw4Kc,தண்ணீரைப் பெறுவதற்கான வழியைக் கண்டுபிடிக்கும் ஒரு புத்திசாலி காக்காவின் கதை இது. முடிவைப் பெறும் வரை முயற்சி செய்து கொண்டே இருங்கள் என்கிற பாடம் இந்த கதை நமக்கு சொல்கிறது.,23
384,A Tale of Two Seeds,,storie_image/yB1uvMHlYQlZzGNyOCUt3qEtzvkNUQ2PGBJNfYPx.jpg,796212077,10:43,"[""80""]",1,1,0,2023-02-11 20:00:00,2023-02-08 05:11:57,2023-03-29 06:06:56,,,"[""plumpy"", ""jango"", ""mango"", ""pumpkin"", ""garden"", ""orange"", ""juicy"", ""vegetable"", ""fruit"", ""thick"", ""coat"", ""seed"", ""mistake"", ""EN-48"", ""EN48"", ""48""]",0,FEQovlVPkcA,"Two seeds Plumpy and Jango, learn that they must trust the natural process of growth, under the guidance of an old farmer.",23
385,The Mouse and the Frog,,storie_image/AtpkXHTGVQT92dKhoAMxUZCQiQ1h1d5tMJIiSqjE.jpg,796212506,06:07,"[""62""]",1,1,0,2023-02-12 20:00:00,2023-02-08 05:18:44,2023-05-30 04:27:21,,,"[""frog"", ""mouse"", ""river"", ""eagle"", ""drown"", ""fly"", ""share"", ""stock"", ""food"", ""friends"", ""hungry"", ""greed"", ""hungry"", ""rope"", ""EN-49"", ""EN49"", ""49""]",0,XG1YK1fOuRo,"In this story, the frog's greed for food caused him to loose his friend and put himself in danger.",23
386,ಕಪ್ಪೆಯ ಮೂರ್ಖತನ,,storie_image/RjDhAkygoRJbrYMd7ZK68O2buGwRluGYPCLMWtSs.jpg,796517337,11:51,"[""65"",""77""]",14,1,0,2023-02-12 20:00:00,2023-02-08 06:33:56,2023-02-08 06:33:56,,,"[""Well"", ""Bhaavi"", ""Frog"", ""Kappe"", ""Snake"", ""Haavu"", ""Water"", ""Neeru"", ""Enemy"", ""Shathru"", ""Decision"", ""Theermaana"", ""Food"", ""Ahaara"", ""Deep"", ""Aala"", ""Rock"", ""Bande"", ""Escape"", ""Thappisu""]",0,6mF_tGXgdYQ,"ಬಾವಿಯಲ್ಲಿ ವಾಸವಾಗಿದ್ದ ಕಪ್ಪೆಯೊಂದರ
ಮೂರ್ಖತನವನ್ನು ಈ ಕಥೆ ತಿಳಿಸಿಕೊಡುತ್ತದೆ.",23
387,బెల్ల యొక్క ప్రయాణం,,storie_image/cbGLcPgrtcrbavFtIjPTfPojKfDhSkDMk9MDRZTh.jpg,796874955,06:45,"[""41""]",13,0,0,2023-02-12 20:00:00,2023-02-08 06:51:46,2023-02-23 13:00:08,,,"[""Camel(Onte)"", ""Hump(Mupuram)"", ""Crow( Kaaki)"", ""Desert (Edari)"", ""Pouch( Pursu)"", ""Monkey(Kothi)"", ""Goat( Meka)"", ""TE-14"", ""TE14"", ""14""]",0,p5EAYnG_HiA,"ఇది బెల్లా అనే చిన్న పిల్ల ఒంటె గురించి కథ,ఇది సమీపం లోనే ప్రదేశం లో బెల్లా తిరుగుతూ మరియు ఆ ప్రయాణంలో చాల మంది స్నేహితులని కలిసిన కథ.",23
388,Hungry Fox,,storie_image/b6FgXlOgcw3FGht5NLsTyGhe37XJuqMocrqXIjLj.jpg,796878040,06:07,"[""62""]",1,1,0,2023-02-13 20:00:00,2023-02-08 06:55:03,2023-06-05 06:01:51,,,"[""fox"", ""tree"", ""hollow"", ""hole"", ""river"", ""woodcutter"", ""hungry fox"", ""food"", ""waterEN-50"", ""EN50"", ""50""]",0,lfKYvxXek2Y,"In this story the fox got trapped in a hole of a tree after eating too much food, and was unable to escape.",23
389,ഉണ്ടക്കണ്ണൻ തവളാച്ചി,,storie_image/FiGegIzGsLW3gzBnd78gZ7mZv9iBL6juL79ckq4a.jpg,796876509,06:36,"[""35"",""36""]",5,1,0,2023-02-13 20:00:00,2023-02-08 06:57:59,2023-05-20 23:25:08,,,"[""thavala"", ""frog"", ""animal"", ""amphibian"", ""girl"", ""mosquitoes"", ""kothuku"", ""rain"", ""mazha"", ""ML118"", ""ML-118"", ""118""]",0,32GleamvzGg,താന്യ എന്ന പെൺകുട്ടിയുടെയും അവളുടെ വീട്ടു മുറ്റത്തെത്തിയ തവളയുടെയും കഥ.,23
390,The Honey Bee Story,,storie_image/TuRvveMERQggWDsAUkQfku6xnCKhzOjlVUGMGiuE.jpg,798338622,07:28,"[""47""]",1,1,0,2023-02-14 20:00:00,2023-02-14 04:50:20,2023-08-12 03:53:45,,,"[""honeybee"", ""honey"", ""nectar"", ""honeycomb"", ""insect"", ""flower"", ""beewax"", ""home"", ""queen"", ""black"", ""beehive"", ""yellow"", ""EN-51"", ""EN51"", ""51""]",0,Lb70En--cT4,This story takes you through the amazing world of honeybees.,23
391,चींटी और टिड्डा,,storie_image/zMO0xWobQxNIyIU16vvlgWDt1oTpugh2d0kJQGRC.jpg,798256048,07:54,"[""55"",""84""]",7,1,0,2023-02-14 20:00:00,2023-02-14 04:57:31,2023-08-08 08:29:25,,,"[""meadow"", ""grass"", ""ants"", ""hard-working"", ""line"", ""summer"", ""winter"", ""snow"", ""cold"", ""food"", ""grain"", ""nest"", ""grasshopper"", ""lazy"", ""weak"", ""hungry"", ""help"", ""lesson"", ""warm"", ""insect"", ""मैदान"", ""घास"", ""चींटी"", ""मेहनती"", ""खाना"", ""अनाज"", ""गर्मी"", ""सर्दी"", ""बर्फ"", ""ठंड"", ""टिड्डा"", ""आलसी"", ""भूख"", ""कमज़ोर"", ""आराम"", ""मदद"", ""सीख"", ""HN-27"", ""HN27"", ""27""]",0,CQaHdWKD5f4,आराम के शौकीन टीटू टिड्डे को मिला मेहनत का सबक .. जब उसकी जान बचाई मेहनती चींटियों ने।,23
392,തക്കാളിക്കുട്ടനും കൂട്ടുകാരും,,storie_image/8pYgDf9t82MQw94TniPFdnRi7zCfSxJXhQC8m7xA.jpg,798258329,10:42,"[""34"",""36""]",5,1,0,2023-02-14 20:00:00,2023-02-14 05:33:27,2023-04-11 18:20:18,,,"[""thakkaali"", ""tomato"", ""vegetables"", ""vegetable shop"", ""market"", ""cycle"", ""children"", ""vegetable farm"", ""pumkin"", ""spinach"", ""ML-119"", ""ML119"", ""119""]",0,bt2-ejkWZFQ,തക്കാളി ഇല്ലാത്ത ഒരു ഗ്രാമത്തിൽ എത്തിപ്പെട്ട തക്കാളിക്കുട്ടൻ്റെ കഥ,23
393,மானுக்கு வந்த அழகான ஆபத்து,,storie_image/QeIjwWl6UsO8frCB0XfStJPzvMgBNojyqEH4BHxN.jpg,798261600,07:07,"[""76""]",6,1,0,2023-02-14 20:00:00,2023-02-14 05:49:33,2023-02-14 05:49:33,,,"[""Kombu-Antler"", ""Maan-stag"", ""sinkam-lion"", ""kaal-leg"", ""perumai-pride"", ""TL-19"", ""TL19"", ""19""]",0,kC7M0DyzEvQ,"இக்கதை ஒரு மான் தன் கொம்பினால் சிக்கலில் சிக்கிய கதையைச் சொல்கிறது. அதிகப்படியான
பெருமை எப்போதும் உதவாது என்கிற தார்மீகத்தை இந்த கதை அளிக்கிறது.",23
394,மானுக்கு வந்த அழகான ஆபத்து,,storie_image/c0CJo92ueppPqiJ9O5DZKn1AYRcu4NvWCAoSxs1e.jpg,798261600,07:07,"[""76""]",6,1,0,2023-02-14 20:00:00,2023-02-14 05:49:37,2023-02-14 05:50:02,2023-02-14 05:50:02,,"[""Kombu-Antler"", ""Maan-stag"", ""sinkam-lion"", ""kaal-leg"", ""perumai-pride"", ""TL-19"", ""TL19"", ""19""]",0,kC7M0DyzEvQ,"இக்கதை ஒரு மான் தன் கொம்பினால் சிக்கலில் சிக்கிய கதையைச் சொல்கிறது. அதிகப்படியான
பெருமை எப்போதும் உதவாது என்கிற தார்மீகத்தை இந்த கதை அளிக்கிறது.",23
395,ముసలి పులి,<p><br></p>,storie_image/Todtl841SN2dOF11HSxFt9bLAVrpq45zT5u8CMeG.jpg,798259126,05:30,"[""66""]",13,0,0,2023-02-14 20:00:00,2023-02-14 06:05:04,2023-02-23 13:00:35,,,"[""Old( Musali)"", ""Tiger( Puli)"", ""Bangle( Kankanam)"", ""Forest( Adavi)"", ""Greed( Athyasha)"", ""TE-15"", ""TE15"", ""15""]",0,UA596B1A-ZA,ఇది మనిషి అత్యాశను ఉపయోగించుకున్న వేటాడలేక ఒక ముసలి పులి కథ .,23
396,ತಾಳ್ಮೆಯ ಮಹತ್ವ,,storie_image/RHJB3nWCNRq9hHEwcWz2K7roZiAwDpcFtbXQj6Jb.jpg,798260983,09:37,"[""77""]",14,1,0,2023-02-14 20:00:00,2023-02-14 06:10:46,2023-02-15 18:19:27,,,"[""Selfish"", ""Swartha"", ""Forest"", ""Kaadu"", ""Sage"", ""Rishi"", ""Animal"", ""Vanyapraani"", ""Door"", ""Baagilu""]",0,dh7uLe7P29o,"ಓರ್ವ ಗುರು ಮತ್ತು ಆತನ ಹೆಂಡತಿಯ
ಮಧ್ಯೆ ಇರುವ ವಿಭಿನ್ನ ಗುಣಗಳನ್ನು
ತಿಳಿಸುವ ಒಂದು ನೀತಿಕಥೆ ಇದಾಗಿದೆ.",23
397,"The Crow, Squirrel and a Cat",,storie_image/MHN698tdncnCwEghzHvC2m11VovsmsNFbsLGsZhz.jpg,798266207,09:13,"[""38""]",1,1,0,2023-02-15 20:00:00,2023-02-14 06:17:01,2023-05-20 23:23:35,,,"[""cat"", ""crow"", ""squirrel"", ""nest"", ""tree"", ""branch"", ""jungle"", ""forest"", ""fly"", ""dispute"", ""fight"", ""river"", ""river bank"", ""EN-52"", ""EN52"", ""52""]",0,qcvF7Pn9vxw,"This is the story about a crow and the squirrel who went to see a wise cat to solve their dispute, but they got caught in a trap.",23
398,കൊമ്പനെ തുരത്തിയ ആമ,,storie_image/QJyikI1JAvA2YsVLs9weJodUBvBaeijvVWscgO4P.jpg,798269386,12:49,"[""35"",""36""]",5,1,0,2023-02-16 20:00:00,2023-02-16 11:00:27,2023-06-19 09:32:18,,,"[""animal"", ""aama"", ""tortoise"", ""mushroom"", ""ant"", ""pond"", ""elephant"", ""fish"", ""honey bee"", ""flower"", ""ML-120"", ""ML120"", ""120""]",0,XrDrfMJj-vE,താൻ താമസിക്കുന്ന കുളത്തിൽ വന്ന് ശല്യം ഉണ്ടാക്കിയ ആനയെ ഓടിച്ച ആമയുടെ കഥ,23
399,നെയ്യപ്പം കൊതിച്ച ചിങ്ങോലി,,storie_image/mXua8btKxe7bc2kz34mATMsmc7JQhne2n7pr9wa3.jpg,798338993,10:18,"[""35"",""36""]",5,1,0,2023-02-17 20:00:00,2023-02-16 11:04:03,2023-04-14 13:13:06,,,"[""sparrow"", ""kuruvi"", ""animal"", ""nest"", ""neyyappam"", ""kakka"", ""crow"", ""poocha"", ""cat"", ""ML-121"", ""ML121"", ""121""]",0,Ob4rNUekvvw,നെയ്യപ്പം തിന്നാൻ കൊതിച്ച ചിങ്ങോലിക്കുരുവിക്ക് കറുമ്പൻ കാക്കയും ചക്കിപ്പൂച്ചയും ചേർന്ന് സൂത്രത്തിൽ ഒരു അടുക്കളയിൽ നിന്ന് നെയ്യപ്പം എടുത്ത് കൊടുക്കുന്ന കഥ.,23
400,വഴി തെറ്റിയ കുഞ്ഞുറുമ്പ്,,storie_image/kLZkvO2evbszbZIVt86aexxTJX6spFs2zLivmK9p.jpg,799434742,07:41,"[""35"",""36""]",5,1,0,2023-02-18 20:00:00,2023-02-16 11:08:58,2023-05-20 23:27:30,,,"[""ant"", ""urumb"", ""tree"", ""food"", ""lazy"", ""old lady"", ""kitchen"", ""sugar pot"", ""grass"", ""ML-122"", ""ML122"", ""122""]",0,Z3lNSPQcBJ0,കൂട്ടുകാരെ പറ്റിച്ച് സ്വന്തമായി ആഹാരം തേടാൻ പോയ കുഞ്ഞുറുമ്പ് ആപത്തിൽ പെടുന്ന കഥ,23
401,लोमड़ी और मुर्गा,,storie_image/Ed7wlLegGJ4zah8xOoxYRy5nV70fRuPj1JdibtqS.jpg,798267579,07:34,"[""42"",""58""]",7,1,0,2023-02-16 20:00:00,2023-02-16 11:20:32,2023-02-16 11:20:32,,,"[""Loki fox"", ""Montu rooster"", ""clever"", ""hungry"", ""plan"", ""sweet"", ""fake"", ""jungle"", ""new"", ""law"", ""rule"", ""king"", ""violence"", ""celebrate"", ""smart"", ""wild dogs"", ""reply"", ""tree"", ""safe लोमड़ी"", ""मुर्गा"", ""चालाक"", ""भूख"", ""तरकीब"", ""मीठी"", ""नकली"", ""झूठ"", ""कानून"", ""राजा"", ""जंगल"", ""खुशी"", ""कुत्ते"", ""जवाब"", ""पेड़"", ""HN-28"", ""HN28"", ""28""]",0,Et5wW8ke0vI,चिकनी चुपड़ी बातों से मोंटू मुर्गे को फंसाने की कोशिश में है लोकी लोमड़ी। लेकिन मोंटू भी कुछ कम चालाक नही!,23
402,कछुए की भूल,,storie_image/4HHU1hwWIQvFPt2wIFaGxdQXyJZFo4xtEb470YL3.jpg,799440499,11:01,"[""58""]",7,1,0,2023-02-19 20:00:00,2023-02-16 11:29:05,2023-05-19 05:01:11,,,"[""tortoise"", ""lake"", ""beautiful"", ""swan"", ""talkative"", ""water"", ""friends"", ""rain"", ""dry"", ""drought"", ""move"", ""far"", ""sad"", ""solution"", ""bamboo stick"", ""mouth"", ""beak"", ""careful"", ""fly"", ""villagers"", ""shouting"", ""mistake कछुआ"", ""तालाब"", ""सुंदर"", ""हंस"", ""बातूनी"", ""पानी"", ""दोस्त"", ""बारिश"", ""सूखा"", ""दूर"", ""दुखी"", ""तरकीब"", ""बांस"", ""लकड़ी"", ""मुंह"", ""चोंच"", ""चुप"", ""उड़ना"", ""गांव"", ""शोर"", ""गलती"", ""HN-29"", ""HN29"", ""29""]",0,CKoJ6dOTChk,गलत वक्त पर बोल पड़ने से कोई भी मुश्किल में पड़ सकता है। कंबू कछुए को भी यही सीख मिली... पर मुश्किल में पड़ने के बाद!,23
403,சுயநலவாதி வவ்வால்,,storie_image/YtmFc30ygSa7ORQCnVW953W7jdDMn1vBz6aL1aqO.jpg,798271363,08:06,"[""76""]",6,1,0,2023-02-16 20:59:00,2023-02-16 11:37:43,2023-02-16 11:37:43,,,"[""Vilanku-animal"", ""paravai-bird"", ""sinkam-lion"", ""vavvaal-bat"", ""thanthiramana-cunning"", ""raja-king"", ""parunthu- hawk"", ""kaadu- forest"", ""TL-19"", ""TL19"", ""19""]",0,jzI9Owb2A98,"ஒரு சுயநலவாதி வவ்வால் தனது தந்திரத்தால் மற்ற விலங்குகளிடம் பாடம் கற்றுக்கொண்ட கதையைச்
சொல்கிறது. நமது கருத்துக்களில் பாரபட்சமாக இருக்கக் கூடாது என்று இந்தக் கதை சொல்கிறது",23
